change	date	client	desc
207104	2024/03/20	Design_Seokwan_work	[손석완][레벨] 최북단 웨이포인트 추가, 로드 BP 옵션 수정  / #changelist 유효성 검사 완료
206625	2024/03/19	Design_Seokwan_work	[손석완][레벨] 최북단2.0 허브빌리지 웨이포인트 링크 추가  / #changelist 유효성 검사 완료
206562	2024/03/19	Design_Seokwan_work	[손석완][레벨] 최북단 지형 정리 - 퀸스크라운 to 레난스레스트  / #changelist 유효성 검사 완료
206510	2024/03/19	Design_Seokwan_work	[손석완][레벨] 게이트 내려올 떄 콜리전 켜지게 노티 추가  / #changelist 유효성 검사 완료
206350	2024/03/19	Design_Seokwan_work	[손석완][레벨] 퀸스크라운 빙판 위치 이동  / #changelist 유효성 검사 완료
206325	2024/03/19	Design_Seokwan_work	[손석완][레벨] 퀸즈크라운 - 레/레 지형 정리  / #changelist 유효성 검사 완료
206057	2024/03/18	Design_Seokwan_work	[손석완][레벨] 레난스레스트 이정표 앞 볼팅 펜스 수정 / #changelist 유효성 검사 완료
205891	2024/03/18	Design_Seokwan_work	[손석완][레벨] 최북단 콘텐츠 보강 후보지 설정  / #changelist 유효성 검사 완료
205671	2024/03/15	Design_Seokwan_work	[손석완][레벨] 웜워크 입구쪽 가젯 수정  / #changelist 유효성 검사 완료
205030	2024/03/13	Design_Seokwan_work	[손석완][레벨] 하이가든 미로 문 열어두기  / #changelist 유효성 검사 완료
204683	2024/03/12	Design_Seokwan_work	[손석완][레벨] 크네 세은 목업 수정 - 트랩방 재구성  / #changelist 유효성 검사 완료
204648	2024/03/12	Design_Seokwan_work	[손석완][레벨] 최북단 지역 외곽 블로킹 볼륨 추가 / #changelist 유효성 검사 완료
204513	2024/03/12	Design_Seokwan_work	[손석완][레벨] 최북단 - 웜워크 가젯 배치
204405	2024/03/12	Design_Seokwan_work	[손석완][레벨] 올레나 티렐 의자 이동  / #changelist 유효성 검사 완료
204318	2024/03/11	Design_Seokwan_work	[손석완][레벨] 하이가든 문 추가 및 블로킹 볼륨 추가  / #changelist 유효성 검사 완료
204219	2024/03/11	Design_Seokwan_work	[손석완][레벨] 실내 블로킹 볼륨 조정 - 올드타운 전역  / #changelist 유효성 검사 완료
204032	2024/03/08	Design_Seokwan_work	[손석완][레벨] 크네 세은 목업 수정  / #changelist 유효성 검사 완료
204031	2024/03/08	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 허브빌리지 몬스터 배치 수정
204024	2024/03/08	Design_Seokwan_work	[손석완][레벨] 올타 세은 폴리싱  / #changelist 유효성 검사 완료
204023	2024/03/08	Design_Seokwan_work	[손석완][레벨] 올타 세은 포로 위치, 패스 수정
203989	2024/03/08	Design_Seokwan_work	[손석완][레벨] 시타델 마에스터 테이블 볼륨 수정  / #changelist 유효성 검사 완료
203975	2024/03/08	Design_Seokwan_work	[손석완][레벨] NPC.csv 값 날라간 것 원복
203971	2024/03/08	Design_Seokwan_work	[손석완][래밸] 올타 시타델 마에스터 책상 컬리전 조정  / #changelist 유효성 검사 완료
203960	2024/03/08	Design_Seokwan_work	[손석완][레벨] 올드타운 세은 가젯 , NPC 스폰액터 수정 등  / #changelist 유효성 검사 완료
203957	2024/03/08	Design_Seokwan_work	[손석완][레벨] 올타 세은 NPC 배치 수정
203891	2024/03/08	Design_Seokwan_work	[손석완][레벨] NPCBehavior.csv 원복 Undo //streamsMain/Main/Trunk/... changelist 203864
203864	2024/03/08	Design_Seokwan_work	[손석완][레벨] 올타 세은 가젯 안 나오는 문제 수정
203641	2024/03/08	Design_Seokwan_work	[손석완][레벨] 크네 세은 목업  / #changelist 유효성 검사 완료
203507	2024/03/07	Design_Seokwan_work	[손석완][레벨] 크네 세은 목업 / #changelist 유효성 검사 완료
203122	2024/03/06	Design_Seokwan_work	[손석완][레벨] 장벽너머 미션09 블로킹 볼륨 살짝 내리고, 보스 언덕 내비 수정  / #changelist 유효성 검사 완료
203034	2024/03/06	Design_Seokwan_work	[손석완][레벨] 크네 세은 목업 수정, 하이가든 성에 나무 관련 데이터레이어 추가  / #changelist 유효성 검사 완료
202768	2024/03/05	Design_Seokwan_work	[손석완][레벨] 올드타운 버유 3종에 원거리 리필 가젯 추가 등 / #changelist 유효성 검사 완료
202754	2024/03/05	Design_Seokwan_work	[손석완][레벨] 올드타운 버유 3종에 원거리 리필 가젯 추가 등  / #changelist 유효성 검사 완료
202747	2024/03/05	Design_Seokwan_work	[손석완][레벨] 올타 세은 불필요 실린더 삭제  / #changelist 유효성 검사 완료
202742	2024/03/05	Design_Seokwan_work	[손석완][레벨] 올드타운 버유 2단지 수정 / #changelist 유효성 검사 완료
202741	2024/03/05	Design_Seokwan_work	[손석완][레벨] 올타 버유 2단지 기믹과 가젯 수정
202673	2024/03/05	Design_Seokwan_work	[손석완][레벨] 올타 버유 가젯, 기믹 수정  / #changelist 유효성 검사 완료
202671	2024/03/05	Design_Seokwan_work	[손석완][레벨] 올타 버유 가젯 수정
202561	2024/03/05	Design_Seokwan_work	[손석완][레벨] 올드타운 버유 3단지 레벨 기믹 적용
202314	2024/03/04	Design_Seokwan_work	[손석완][레벨] 장벽너머 미션09 블로킹볼륨이 내비에 영향 안 주게 처리  / #changelist 유효성 검사 완료
202296	2024/03/04	Design_Seokwan_work	[손석완][레벨] 크네 세은 목업  / #changelist 유효성 검사 완료
202104	2024/02/29	Design_Seokwan_work	[손석완][레벨] 미니맵용 실린더 내비메시 영향 못주게 수정  / #changelist 유효성 검사 완료
202103	2024/02/29	Design_Seokwan_work	[손석완][레벨] 로즈워터 점구 보스 ai 변경
202102	2024/02/29	Design_Seokwan_work	[손석완][레벨] 시타델 도서관 바닥 블로킹 볼륨 내리기, 올드타운 세은 사다리 위치 수정, 하이가든 로즈워터 사다리 위치 수정  / #changelist 유효성 검사 완료
202084	2024/02/29	Design_Seokwan_work	[손석완][레벨] 올드타운 세은 항구쪽 몹 패스 재설정
202069	2024/02/29	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
201950	2024/02/28	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업, 올드타운 세은 퍼즐 구간 못 지나가는 구역 수정  / #changelist 유효성 검사 완료
201436	2024/02/27	Design_Seokwan_work	[손석완][레벨] 최북단 레벨 가이드 색상 수정  / #changelist 유효성 검사 완료
201373	2024/02/27	Design_Seokwan_work	[손석완][레벨] 하이가든 데이터레이어 추가 등  / #changelist 유효성 검사 완료
200957	2024/02/23	Design_Seokwan_work	[손석완][레벨] 크네 세은 목업 데이터레이어 배정 - 지하1층, 계단실1  / #changelist 유효성 검사 완료
200956	2024/02/23	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 세은 목업 아웃라이너 정리 등  / #changelist 유효성 검사 완료
200538	2024/02/22	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업 재 추가  / #changelist 유효성 검사 완료
200516	2024/02/22	Design_Seokwan_work	[손석완][레벨] 목업 삭제 - 크로우즈네스트 세은  / #changelist 유효성 검사 완료
200496	2024/02/22	Design_Seokwan_work	[손석완][레벨] 불필요 목업 액터 삭제 - 로즈워터  / #changelist 유효성 검사 완료
199864	2024/02/20	Design_Seokwan_work	[손석완][레벨] 데이터레이어 추가 - 엘빈의 무덤  / #changelist 유효성 검사 완료
199772	2024/02/20	Design_Seokwan_work	[손석완][레벨] 올드타운 시타델 사다리 못 내려가는 문제 수정  / #changelist 유효성 검사 완료
199665	2024/02/19	Design_Seokwan_work	[손석완][레벨] 허브빌리지 NPC 배치 수정
199640	2024/02/19	Design_Seokwan_work	[손석완][레벨] 점령된 구역 NPC 시야 수치 변경
199634	2024/02/19	Design_Seokwan_work	[손석완][레벨] 로즈워터, 허브빌리지 몹들 BP 조정, 원거리 공격 세팅, 모스엣지 명칭 -> 로즈워터로 변경
199633	2024/02/19	Design_Seokwan_work	[손석완][레벨] 로즈워터 불필요 더미 npc 삭제  / #changelist 유효성 검사 완료
199632	2024/02/19	Design_Seokwan_work	[손석완][레벨] 로즈워터 저택 문짝 데이터레이어 배정  / #changelist 유효성 검사 완료
199491	2024/02/16	Design_Seokwan_work	[손석완][레벨] 모스엣지 NPC 헤드마커 수정 및 설명 수정
199480	2024/02/16	Design_Seokwan_work	[손석완][레벨] 모스엣지 불필요 목업 액터 삭제  / #changelist 유효성 검사 완료
199476	2024/02/16	Design_Seokwan_work	[손석완][레벨] 하이가든 모스엣지 NPC 시야값 수정
199474	2024/02/16	Design_Seokwan_work	[손석완][레벨] 모스엣지 점령된구역 NPC 배치 수정
199345	2024/02/15	Design_Seokwan_work	[손석완][레벨] 하이가든 모스엣지 NPC 수정
199261	2024/02/15	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버유 가이드 프랍 제거, 마네킹 숨김, 드포 가이드 액터 숨김  / #changelist 유효성 검사 완료
199226	2024/02/15	Design_Seokwan_work	[손석완][레벨] 최북단 - 사냥꾼의 오두막에 못지나가는 지점 수정  / #changelist 유효성 검사 완료
199070	2024/02/14	Design_Seokwan_work	[손석완][레벨] 모스엣지 점령된 구역 NPC 배치 수정
199031	2024/02/14	Design_Seokwan_work	[손석완][레벪] 크네 세은 목업  / #changelist 유효성 검사 완료
198740	2024/02/13	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 세력은신처 목업  / #changelist 유효성 검사 완료
198651	2024/02/13	Design_Seokwan_work	[손석완][레벨] 크네 세은 목업  / #changelist 유효성 검사 완료
198283	2024/02/08	Design_Seokwan_work	[손석완][레벨] 크네 세은 지하 목업 추가  / #changelist 유효성 검사 완료
198274	2024/02/08	Design_Seokwan_work	[손석완][레벨] 크네 세은 지하 목업 삭제  / #changelist 유효성 검사 완료
198032	2024/02/08	Design_Seokwan_work	[손석완][레벨] 화이트하버에 불필요 화이트큐브 제거  / #changelist 유효성 검사 완료
197847	2024/02/07	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 세은 목업  / #changelist 유효성 검사 완료
197752	2024/02/07	Design_Seokwan_work	[손석완][레벨] 시타델 블로킹 볼륨 추가  / #changelist 유효성 검사 완료
197599	2024/02/07	Design_Seokwan_work	[손석완][레벨] 하이가든 점령된 구역 가이드 액터 안보이게 처리  / #changelist 유효성 검사 완료
197466	2024/02/07	Design_Seokwan_work	[손석완][레벨] 리디렉션 파일 수정  / #changelist 유효성 검사 완료
197369	2024/02/07	Design_Seokwan_work	[손석완][레벨] 테스트맵 잘못 올라간 것 리버트  / Undo //streamsMain/Main/Trunk/Client/Content/... changelist 197217 / #changelist 유효성 검사 완료
197360	2024/02/07	Design_Seokwan_work	[손석완][레벨] 올드타운 양조장에 끌차 추가  / #changelist 유효성 검사 완료
197217	2024/02/06	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 세력은신처 목업  / #changelist 유효성 검사 완료
197106	2024/02/06	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 제거된 끌차 하나 원복 Undo //streamsMain/Main/Trunk/... changelist 196851 / #changelist 유효성 검사 완료
196851	2024/02/06	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 레벨기믹 좌표 수정  / #changelist 유효성 검사 완료
196767	2024/02/05	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 레벨기믹 데이터 추가
196764	2024/02/05	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처  레벨 기믹 아이디 발급  / #changelist 유효성 검사 완료
196761	2024/02/05	Design_Seokwan_work	[손석완][레벨] Undo //streamsMain/Main/Trunk/... changelist 196681  / #changelist 유효성 검사 완료
196681	2024/02/05	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 레벨기믹 ID 발급  / #changelist 유효성 검사 완료
196662	2024/02/05	Design_Seokwan_work	[손석완][레벨] 세력은신처 부활용 에리어 볼륨 임시 비활성화 처리
196486	2024/02/05	Design_Seokwan_work	[손석완][레벨] 널판지 파괴형프랍 밑에 프록시 내비 생성되게  / #changelist 유효성 검사 완료
196485	2024/02/05	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처용 가젯그룹스폰 데이터 수정
196421	2024/02/05	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 구역 별 부활포인트 재지정
196417	2024/02/05	Design_Seokwan_work	[손석완][레벨] 하이가든 데이터레이어 수정 - 시체 나무 DL 단순화, 보부상용 데이터레이어 추가  / #changelist 유효성 검사 완료
196056	2024/02/01	Design_Seokwan_work	[손석완][레벨] 올드타운 세은 부활 포인트 추가
196028	2024/02/01	Design_Seokwan_work	[손석완][레벨] 올타 세은 에리어박스 추가 / #changelist 유효성 검사 완료
195979	2024/02/01	Design_Seokwan_work	[손석완][레벨] 세은 열쇠 아이템 귀속 false 처리
195954	2024/02/01	Design_Seokwan_work	[손석완][레벨] 올타 세은 열쇠 관련 수정
195929	2024/02/01	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 가젯 추가 - 물약 보충, 화살 보충 등  / #changelist 유효성 검사 완료
195843	2024/02/01	Design_Seokwan_work	[손석완][레벨] 올드타운 세은 정예보스병에게 열쇠 보상 추가
195795	2024/01/31	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 보물창고, 실험실 열쇠 용 드랍 데이터 추가
195785	2024/01/31	Design_Seokwan_work	[손석완][레벨] 올타 세은 서브에리어박스 추가 - 부활 포인트로 연결할 목적  / #changelist 유효성 검사 완료
195745	2024/01/31	Design_Seokwan_work	[손석완][레벨] 올드타운 널판지, 철문 가젯 그룹 ID 변경 ->10  / #changelist 유효성 검사 완료
195713	2024/01/31	Design_Seokwan_work	[손석완][레벨] 올드타운 세은 보물창고, 실험실 철문 추가  / #changelist 유효성 검사 완료
195673	2024/01/31	Design_Seokwan_work	[손석완][레벨] 올드타운 세은 철창문 가젯 추가
195658	2024/01/31	Design_Seokwan_work	[손석완][레벨] 올드타운 세은용 열쇠 아이템 추가
195638	2024/01/31	Design_Seokwan_work	[손석완][레벨] 미션09 자이언트 출현지역 바위 z값 올림  / #changelist 유효성 검사 완료
195528	2024/01/30	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 제작   / #changelist 유효성 검사 완료
195524	2024/01/30	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 제작, NPC 경계거리 10mㄹ로 조정  / #changelist 유효성 검사 완료
195514	2024/01/30	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 제작 중 가젯 추가, 인질 위치 변경 등  / #changelist 유효성 검사 완료
195421	2024/01/30	Design_Seokwan_work	[손석완][레벨] 올드타운 세력 은신처 가젯, NPC 위치 수정  / #changelist 유효성 검사 완료
195210	2024/01/29	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 - 인질구출 카운트 9 -> 5, 항구에 사다리 보강  / #changelist 유효성 검사 완료
195209	2024/01/29	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 인질 원복
195208	2024/01/29	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 불필요 목업 제거 및 NPC 수정  / #changelist 유효성 검사 완료
195198	2024/01/29	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 npc 수정  / #changelist 유효성 검사 완료
195144	2024/01/29	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 목업 삭제, NPC 수정  / #changelist 유효성 검사 완료
194973	2024/01/29	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 npc 시야범위 축소  / #changelist 유효성 검사 완료
194921	2024/01/26	Design_Seokwan_work	[손석완][레벨] 올드타운 레벨 기믹 추가
194920	2024/01/26	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 특수이동 설치  / #changelist 유효성 검사 완료
194891	2024/01/26	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 잠입구간 목업 추가  / #changelist 유효성 검사 완료
194600	2024/01/25	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버려진 유적지  / #changelist 유효성 검사 완료
194284	2024/01/24	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 점령된 구역에 폴리지 추가, 끌차 좌표 수정  / #changelist 유효성 검사 완료
194276	2024/01/24	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버려진 유적지  / #changelist 유효성 검사 완료
194223	2024/01/24	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버유 제작중  / #changelist 유효성 검사 완료
194220	2024/01/24	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버/유 제작 및 파괴형 가젯 GC 추가  / #changelist 유효성 검사 완료
194213	2024/01/24	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버유 관련 가젯, 레벨 기믹 수정
194169	2024/01/23	Design_Seokwan_work	[손석완][레벨] 최북단 버려진 유적 가젯 조작 횟수 수정
194163	2024/01/23	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 가젯 관련 csv 재추출
194161	2024/01/23	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버유 가젯 추가 등  / #changelist 유효성 검사 완료
194123	2024/01/23	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버려진 유적지 가젯 추가  / #changelist 유효성 검사 완료
194093	2024/01/23	Design_Seokwan_work	[손석완][레벨] 파괴형 가젯 추가, 스위치/게이트 가젯 추가
194075	2024/01/23	Design_Seokwan_work	[손석완][레벨] 시타델 도서관 실내 블로킹 볼륨 수정 및 추가  / #changelist 유효성 검사 완료
194009	2024/01/23	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버유 작업  / #changelist 유효성 검사 완료
193024	2024/01/19	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버려진유적 수정  / #changelist 유효성 검사 완료
191945	2024/01/18	Design_Seokwan_work	[손석완][레벨] 하이가든 전렴된 구역 목업 액터 수정 -  안 보이게 처리  / #changelist 유효성 검사 완료
191008	2024/01/17	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 목업 수정  / #changelist 유효성 검사 완료
190920	2024/01/17	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 목업 수정  / #changelist 유효성 검사 완료
190644	2024/01/15	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 목업 수정  / #changelist 유효성 검사 완료
190613	2024/01/15	Design_Seokwan_work	[손석완][레벨] 하이가든 성내 데이터레이어 수정  / #changelist 유효성 검사 완료
190566	2024/01/15	Design_Seokwan_work	[손석완][레벨] 크/네 가이드 액터 수정, 일부 지형 수정(폐허쪽 절벽)  / #changelist 유효성 검사 완료
190485	2024/01/12	Design_Seokwan_work	[손석완][레벨] 나무판자 파괴형 프랍 bp 추가  / #changelist 유효성 검사 완료
190483	2024/01/12	Design_Seokwan_work	[손석완][레벨] 시타델 도서관 및 모틴의 집에 문bp 배치  / #changelist 유효성 검사 완료
190481	2024/01/12	Design_Seokwan_work	[레벨][손석완] 최북단 2.0 목업 작업  / #changelist 유효성 검사 완료
190432	2024/01/12	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 목업  / #changelist 유효성 검사 완료
190213	2024/01/11	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 목업  / #changelist 유효성 검사 완료
190167	2024/01/11	Design_Seokwan_work	[손석완][레벨] 하이가든 레벨 가이드 추가 - 현상수배범  / #changelist 유효성 검사 완료
190133	2024/01/11	Design_Seokwan_work	[손석완][레벨] 올드타운 현상수배 가이드 액터 추가  / #changelist 유효성 검사 완료
190122	2024/01/11	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 목업  / #changelist 유효성 검사 완료
190046	2024/01/11	Design_Seokwan_work	[손석완] 올드타운 세은에 끌차 추가 (테스트용)  / #changelist 유효성 검사 완료
190037	2024/01/11	Design_Seokwan_work	[손석완][레벨] 하이가든 외국인상인집, 보석장인집 데이터레이서 복원  / #changelist 유효성 검사 완료
190016	2024/01/10	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 끌차 부분 목업  / #changelist 유효성 검사 완료
189932	2024/01/10	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 목업  / #changelist 유효성 검사 완료
189622	2024/01/09	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 목업  / #changelist 유효성 검사 완료
189461	2024/01/09	Design_Seokwan_work	[손석완][레벨] 올드타운 시청 주변 수국 내비영향 끄기  / #changelist 유효성 검사 완료
189458	2024/01/09	Design_Seokwan_work	[손석완][레벨] 올드타운 시청 지하 내비 끊어지는 현상 수정  / #changelist 유효성 검사 완료
189294	2024/01/08	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업 수정 / #changelist 유효성 검사 완료
189293	2024/01/08	Design_Seokwan_work	[손석완][레벨] 선다운 퍼치 데이터레이어 삭제  / #changelist 유효성 검사 완료
189232	2024/01/08	Design_Seokwan_work	[손석완][레벨] 신규 셉트 목업 추가  / #changelist 유효성 검사 완료
188048	2024/01/04	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 진입 가능하게 데이터레이어 수정  / #changelist 유효성 검사 완료
187794	2024/01/03	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 영접실 끌어올린 후 복도 경로 목업 추가  / #changelist 유효성 검사 완료
187762	2024/01/03	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업 - 유품회수단 소굴  / #changelist 유효성 검사 완료
187659	2024/01/02	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
187520	2024/01/02	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
187370	2023/12/29	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
187174	2023/12/28	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
187165	2023/12/28	Design_Seokwan_work	[손석완][레벨] 올드타운 세은 데이터레이어 수정  / #changelist 유효성 검사 완료
187065	2023/12/28	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
186524	2023/12/27	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업, 이상한 폴리지 액터 1개 삭제  / #changelist 유효성 검사 완료
186261	2023/12/26	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
186172	2023/12/26	Design_Seokwan_work	[손석완][레벨] 올드타운 버유 1단지 미세 조정  / #changelist 유효성 검사 완료
186119	2023/12/26	Design_Seokwan_work	[손석완][레벨] 하이가든 원경용 프랍 데이터레이어 추가 및 세팅  / #changelist 유효성 검사 완료
186091	2023/12/26	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
185870	2023/12/21	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
185770	2023/12/21	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
185379	2023/12/20	Design_Seokwan_work	[손석완][레벨] 최북단 연기나는 오두막 가는 길 > 로프 발판 평평하게 보강  / #changelist 유효성 검사 완료
185367	2023/12/20	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
185065	2023/12/20	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
184919	2023/12/20	Design_Seokwan_work	[손석완][레벨] 하이가든 위기의 성소 목업  / #changelist 유효성 검사 완료
184886	2023/12/20	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
184785	2023/12/19	Design_Seokwan_work	[손석완][레벨] 크로우즈 네스트 목업  / #changelist 유효성 검사 완료
184761	2023/12/19	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 필드 목업  / #changelist 유효성 검사 완료
183868	2023/12/18	Design_Seokwan_work	[손석완][레벨] 크로우즈 네스트 목업  / #changelist 유효성 검사 완료
183299	2023/12/14	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
183216	2023/12/14	Design_Seokwan_work	[손석완][레벨] 크/네 목업  / #changelist 유효성 검사 완료
183059	2023/12/13	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 목업  / #changelist 유효성 검사 완료
182967	2023/12/13	Design_Seokwan_work	[손석완][레벨] 올드타운 잉크하우스, 셉트 블로킹 볼륨 조정, 크/네 목업 작업  / #changelist 유효성 검사 완료
182965	2023/12/13	Design_Seokwan_work	[손석완][레벨] 바다 업데이트 - 올드타운 시타델 도서관 뒤에 강제로 추가  / #changelist 유효성 검사 완료
182829	2023/12/13	Design_Seokwan_work	[손석완][레벨] 노파의 저택 데이터레이어 추가  / #changelist 유효성 검사 완료
182797	2023/12/13	Design_Seokwan_work	[손석완][레벨] 데이터레이어 수정 - 불장판, 불똥 레이어 Unloaded -> Loaded로 변경  / #changelist 유효성 검사 완료
182751	2023/12/13	Design_Seokwan_work	[손석완][레벨] 크/네 목업, 북부 버/유 0호점 높이 수정  / #changelist 유효성 검사 완료
182734	2023/12/13	Design_Seokwan_work	[손석완][레벨] 오션툴 업데이트  / #changelist 유효성 검사 완료
182724	2023/12/13	Design_Seokwan_work	[손석완][레벨] 동굴 목업용 모듈 이름 변경  / #changelist 유효성 검사 완료
182679	2023/12/12	Design_Seokwan_work	[손석완][레벨] 크/네 목업  / #changelist 유효성 검사 완료
182563	2023/12/12	Design_Seokwan_work	[손석완][레벨] 파괴형 가젯 BP 콜리전 속성 수정 -> Destructible  / #changelist 유효성 검사 완료
182544	2023/12/12	Design_Seokwan_work	[손석완][레벨] 도개교 테스트 액터 추가  / #changelist 유효성 검사 완료
182405	2023/12/11	Design_Seokwan_work	[손석완][레벨] 크로우즈 네스트 목업  / #changelist 유효성 검사 완료
182336	2023/12/11	Design_Seokwan_work	[손석완][레벨] 크.네. 목업 초벌  / #changelist 유효성 검사 완료
181934	2023/12/08	Design_Seokwan_work	[손석완][레벨] 장벽너머 미션09 수정 - 매달리기 볼륨 수정 및 일부 절벽 노컬리전 처리, BP의 빌보드 크기 변경  / #changelist 유효성 검사 완료
180965	2023/12/05	Design_Seokwan_work	[손석완][레벨] 로즈워터 점령된구역 전에 닫혀있을 저택 게이트용 데이터레이어 추가  / #changelist 유효성 검사 완료
180849	2023/12/05	Design_Seokwan_work	[손석완][레벨] 올드타운 세력은신처 부시 요청 가이드액터 추가  / #changelist 유효성 검사 완료
180829	2023/12/05	Design_Seokwan_work	[손석완][레벨] 최북단 1.0 로프 조정  / #changelist 유효성 검사 완료
180809	2023/12/05	Design_Seokwan_work	[손석완][레벨] 최북단 검은엘크 흉동 지역에 파괴형 가젯 추가  / #changelist 유효성 검사 완료
180807	2023/12/05	Design_Seokwan_work	[손석완][레벨] 흉포한동물 지역에 파괴형 가젯 추가
180764	2023/12/05	Design_Seokwan_work	[손석완][레벨] 파괴형 가젯 BP 수정
180705	2023/12/05	Design_Seokwan_work	[손석완][레벨] 미션09 아웃라이너 정리, 매달리기 볼륨 수정  / #changelist 유효성 검사 완료
179696	2023/11/29	Design_Seokwan_work	[손석완][레벨] 로즈워터 가이드 액터 최신화  / #changelist 유효성 검사 완료
179687	2023/11/29	Design_Seokwan_work	[손석완][레벨] 주방 가이드 액터   / #changelist 유효성 검사 완료
179449	2023/11/29	Design_Seokwan_work	[손석완][레벨] 모스엣지 가이드 액터 수정  / #changelist 유효성 검사 완료
179448	2023/11/29	Design_Seokwan_work	[손석완][레벨] 점령된 구역 모스 엣지 몬스터 배치 수정
179435	2023/11/29	Design_Seokwan_work	[손석완][레벨]  모스엣지 점령된 구역 npc 시야범위 수정
179368	2023/11/28	Design_Seokwan_work	[손석완][레벨] 모스엣지 점령된 구역 목업 수정  / #changelist 유효성 검사 완료
179360	2023/11/28	Design_Seokwan_work	[손석완][레벨] 점령된 구역 모스엣지 목업 수정  / #changelist 유효성 검사 완료
