key	created	updated	type	status	role	assignee	reporter	labels	components	parent	summary
NNT-3206	2024-04-12	2024-06-14	Defect	DONE	과거담당	eunyoul	eunyoul	월드	01.-1. 기획[Uasset]		[월드] 레난스레스트 영접실 바깥에서 영접실 내부의 가젯이 보입니다.
NNT-3233	2024-04-16	2024-06-25	Defect	DONE	과거담당	heungshik	heungshik	개선,장벽너머_튜토리얼	04. 아트[Art]		[장벽너머튜토리얼] 장벽 너머 '야영지 조사' Task > 조사 대상 가젯의 '조사 중' 모션이 모닥불에만 적용되어 있으며, 모닥불에 불씨 표현이 없습니다.
PROJECTT-19224	2024-04-16	2025-06-18	Sub-Task	DONE	현담당	seokwan	sungmin.jung	북부_1.1_라스트허스,최북단	Design	PROJECTT-19221	[챕터1][최북단전반] 월드 기본 정리 #2/2
PROJECTT-19234	2024-04-16	2025-06-18	Sub-Task	DONE	현담당	seokwan	sungmin.jung	목업,북부_1.3_드레드포트	Design	PROJECTT-19221	[챕터1][최북단] 컨텐츠 수정 사항을 반영한 레벨 전반적 개선
NNT-3269	2024-04-17	2024-10-31	Defect	DONE	과거담당	heungshik	heungshik	카메라	01.-1. 기획[Uasset]		[카메라] PC와 카메라 사이에 마록 NPC가 위치한 경우. 침대와 이불이 투명화 처리되어 마록 NPC가 공중에 앉아 있는것처럼 보이게 됩니다.
NNT-3304	2024-04-18	2024-09-30	Defect	DONE	과거담당	heungshik	heungshik	월드	01.-1. 기획[Uasset]		[월드] 최북단 특정 오브젝트에 컬리전이 없어 PC가 통과됩니다.
NNT-3320	2024-04-18	2024-05-16	Defect	DONE	과거담당	heungshik	heungshik	네비메시,전투	01.-1. 기획[Uasset]		[전투] 퀸스크라운. PC와 NPC 사이에 네비 메시가 설치되지 않은 경우 NPC는 PC향해 허공만을 타격하게 됩니다.
NNT-3336	2024-04-18	2024-08-07	Defect	DONE	과거담당	heungshik	heungshik	네비메시,전투	02. 서버[Server]		[전투] 퀸스크라운. 전투 상황에서 PC가 노란색 네비위로 위치한 상태에서, NPC의 돌진 공격 발동시, NPC는 달리기만 하며 공격을 하지 않게됩니다.
PROJECTT-19309	2024-04-19	2025-06-18	Sub-Task	DONE	현담당	seokwan	sungmin.jung	북부_1.2_윈터펠,세력은신처,윈터펠	Design	PROJECTT-19221	[챕터1][윈터펠] 버려진 유적지 신규 리소스로 재배치
NNT-3381	2024-04-19	2024-09-24	Defect	DONE	과거담당	jeongwoo	jeongwoo	월드,탈것	03. 클라이언트[Client]		[월드][탈것] 탑승 상태로 최북단 위 특정 구간에서 방향 전환시 탈것 속도가 1단계로 감소하는 현상
NNT-3411	2024-04-22	2024-12-31	Defect	DONE	과거담당	heungshik	heungshik	길찾기,미니맵,월드맵	04. 아트[Art]		[길찾기] 흉포한 동물 : 검은엘크 이정표 > 갈림길에서 길찾기시, 한쪽길만을 안내합니다. (실제 PC는 다른 갈림길에 위치)
NNT-3412	2024-04-22	2024-09-30	Defect	DONE	과거담당	heungshik	heungshik	월드	01.-1. 기획[Uasset]		[월드] 흉포한 동물 : 검은엘크 > 엘크 스폰 지역내 오크통들의 오브젝트에 컬리전이 없어 PC가 통과됩니다.
NNT-3430	2024-04-22	2024-06-17	Defect	DONE	과거담당	heungshik	heungshik	월드	01.-1. 기획[Uasset]		[월드] 최북단 다리 이정표 부근. 전투상태의 PC가 주변 사물에 끼어 빠져나올수 없는 지역 존재
NNT-3437	2024-04-22	2024-05-16	Defect	DONE	과거담당	heungshik	heungshik	전투	01.-1. 기획[Uasset]		[전투] 전투중 PC가 뒤로 밀리면서 오브젝트와 겹치게 되는경우가 발생하며, 이때 PC는 오브젝트에 끼인채 빠져나올 수 없게 됩니다.
NNT-3502	2024-04-23	2024-06-13	Defect	DONE	과거담당	taehyung	taehyung	장벽너머	01.-1. 기획[Uasset]		[장벽너머] 밤의 경비대 구출 던전 중앙 길에서 좌측 으로 이동하는 밧줄 특수 이동을 높은 지대에서 상호작용시 PC가 비정상 동작하며 사망하는 현상
NNT-3503	2024-04-23	2024-06-13	Defect	DONE	과거담당	taehyung	taehyung	장벽너머	01.-1. 기획[Uasset]		[장벽너머] 밤의 경비대 구출 던전 중앙 길 우측 밧줄 이동시 PC가 바위에 겹치는 현상
PROJECTT-19380	2024-04-23	2025-06-18	Sub-Task	DONE	과거담당	sungmin.jung	sungmin.jung	길찾기	Design	PROJECTT-19344	[월드] 길찾기 waypoint 정리 및 관리 - 최북단 (챕터2.0)
PROJECTT-19401	2024-04-24	2024-04-24	Bug	DONE	보고자	speciallive	seokwan		Client		[클라] BP_ControlLadder 액터를 수정하면 정상적으로 저장이 되지 않는 문제
NNT-3583	2024-04-24	2024-09-30	Defect	DONE	과거담당	jeongwoo	jeongwoo	월드	01.-1. 기획[Uasset]		[월드] 캐슬블랙 내부의 2층 보물상자 뒤로 점프시 PC가 끼일 수 있는 현상
PROJECTT-19447	2024-04-26	2025-06-18	Sub-Task	DONE	현담당	seokwan	sungmin.jung	드레드포트,버려진유적지	Design	PROJECTT-19221	[챕터1][드레드포트] 버려진 유적지 신규 리소스로 재배치
NNT-3691	2024-04-29	2024-09-30	Defect	DONE	과거담당	jeongwoo	jeongwoo	월드	01.-1. 기획[Uasset]		[월드] 버려진 유적지 : 토르헨스퀘어 내부에서 점프를 통해 진입 불가능한 지역에 진입 가능한 현상
NNT-3938	2024-05-10	2024-11-21	Defect	DONE	과거담당	eunyoul	eunyoul	월드	03. 클라이언트[Client]		[월드] 시타델 시청 입구에 달리기로 접근하면 주변 풍경이 비정상적으로 보입니다.
NNT-3939	2024-05-10	2024-09-30	Defect	DONE	과거담당	heungshik	heungshik	월드	01.-1. 기획[Uasset]		[월드] 티레의 변화(몰스타운 조사하기) Task > 퀘스트 지역내, 울타리에 컬리전이 없어 PC 통과됩니다.
NNT-3941	2024-05-10	2024-06-03	Defect	DONE	과거담당	heungshik	heungshik	네비메시,레벨기믹	01.-1. 기획[Uasset]		[레벨기믹] 티레의 변화(몰스타운 조사하기) Task > 퀘스트 지역내, 문 열기 기믹 조작시, PC가 바로 진입이 되지않고 문에 끼이게되어 조작이 불가해집니다.
NNT-3969	2024-05-13	2025-02-06	Defect	DONE	과거담당	heungshik	heungshik	월드	03. 클라이언트[Client]		[월드] 올드 타운 특정위치의 건물의 문 열기 후 진입시, 실내 공간과 무관한 배경이 잠시 출력됩니다.
PROJECTT-19882	2024-05-17	2025-06-18	Bug	DONE	보고자	jinjunhyuk	seokwan	특수지형이동	Client		[월드][이동기믹]이단 사다리 트리거에 프로젝타일이 잘 맞지 않는 문제
PROJECTT-19883	2024-05-17	2025-06-18	Bug	DONE	보고자	jinjunhyuk	seokwan	버그수정	Client		[클라] 로컬 플레이 모드에서 PC의 움직임이 정상적이지 않은 문제 (조준 이후, 물 속 이동)
NNT-4032	2024-05-17	2024-07-08	Defect	DONE	과거담당	heungshik	heungshik	기억의제단	01.-1. 기획[Uasset]		[기억의제단] 황금 골짜기의 글로우르 > 던전내 가젯들에 탐색시, 노란색 이펙트가 없습니다.
NNT-4060	2024-05-21	2024-06-20	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지]  '버려진 유적지 : 녹색 항구' > 다음 동선으로 가기위한 거리가 멀어 점프 동작으로 목표 위치로 가기 어렵습니다.
NNT-4061	2024-05-21	2024-06-20	Defect	DONE	과거담당	heungshik	heungshik	레벨기믹,버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] '버려진 유적지 : 녹색 항구' > 특정 위치의 이중 사다리가 삐딱하게 펼쳐집니다.
NNT-4062	2024-05-21	2025-04-16	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지]  '버려진 유적지 : 녹색 항구' > 특정위치에 'MiddleInWater' 가 적용되어 있어 해당 위치로 PC 이동시 빠져나올수 없게 됩니다.
NNT-4080	2024-05-21	2024-06-03	Defect	DONE	과거담당	jeongwoo	jeongwoo	월드	01.-1. 기획[Uasset]		[월드] 최북단 메인퀘스트를 진행하지 않고 퀸스크라운 통과가 가능한 현상
PROJECTT-19972	2024-05-21	2024-06-07	Sub-Task	DONE	과거담당	sungmin.jung	sungmin.jung	최북단_1.0._레난스레스트	Design	PROJECTT-19968	[챕터1][최북단 1.0] 퀄리티 테스트 및 수정
PROJECTT-19973	2024-05-21	2024-06-07	Sub-Task	DONE	과거담당	sungmin.jung	sungmin.jung	최북단_2.0._레난스레스트	Design	PROJECTT-19968	 [챕터1][최북단 2.0] 퀄리티 테스트 및 수정
PROJECTT-19974	2024-05-21	2026-02-20	Sub-Task	DONE	현담당	seokwan	sungmin.jung	프롤로그	Design	PROJECTT-19968	[챕터1][프롤로그] 퀄리티 테스트 및 수정
PROJECTT-19975	2024-05-21	2024-06-17	Sub-Task	DONE	과거담당	eunji_jang	sungmin.jung	북부_1.5_레드킵	Design	PROJECTT-19968	[챕터1][레드킵] 퀄리티 테스트 및 수정
NNT-4109	2024-05-22	2024-09-30	Defect	DONE	과거담당	jeongwoo	jeongwoo	월드	01.-1. 기획[Uasset]		[월드] 퀸스크라운 2층 상자 뒤에 PC가 끼일 수 있는 현상
PROJECTT-19986	2024-05-22	2025-06-18	Sub-Task	DONE	보고자	taewoong	seokwan		Effect	PROJECTT-19968	[이펙트] 프롤로그 초반 캠프지역에 붙일 아직 죽지 않은 불씨 리소스 추가
NNT-4150	2024-05-23	2024-06-20	Defect	DONE	과거담당	heungshik	heungshik	레벨기믹	02. 서버[Server]		[레벨기믹] 프로스트 필드 이정표 근방의 풍차에 설치된, 이중 사다리 트리거가 아래에서 공격시 파괴가 되지 않습니다.
NNT-4160	2024-05-23	2024-09-30	Defect	DONE	과거담당	jeongwoo	jeongwoo	월드	04. 아트[Art]		[월드] 레난스레스트 내부 대장간 뒷편의 가젯 위로 점프시 PC가 끼일 수 있는 현상
NNT-4182	2024-05-24	2024-09-30	Defect	DONE	과거담당	jeongwoo	jeongwoo	월드	01. 기획[Planning Issues]		[월드] 레난스레스트 내부 여러 위치에서 점프를 통해 외벽 위로 이동 가능한 현상
NNT-4230	2024-05-24	2024-06-24	Defect	DONE	과거담당	taehyung	taehyung	가젯,버려진유적지,북부_드레드포트,서브퀘스트,퀘스트	01. 기획[Planning Issues]		[버려진유적지][가젯] 혼우드성 남쪽 유적지 입구에서 나무판자 파괴시 잔해가 디스폰되어야 길이 열리는 현상
NNT-4238	2024-05-24	2024-05-28	Defect	DONE	과거담당	jeongwoo	jeongwoo	버려진유적지,월드,특수지형이동	01. 기획[Planning Issues]		[월드][버려진유적지] 버려진 유적지 : 혼우드성 남쪽 좁은 틈이 특수지형이동을 수행하지 않고 걸어서 통과 가능한 현상
HELPDESK-68428	2024-05-27	2024-05-27	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
PROJECTT-20077	2024-05-27	2025-06-18	Bug	DONE	현담당	seokwan	seokwan	Client,가젯	Design		[클라] 에디터에서 NK Gadget Actor Spawner의 빨간색 스피어가 보이지 않음
HELPDESK-68479	2024-05-27	2024-05-27	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
HELPDESK-68594	2024-05-28	2024-05-28	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
NNT-4366	2024-05-29	2024-08-08	Defect	DONE	과거담당	eunyoul	eunyoul	지역개방	01.-1. 기획[Uasset]		[지역개방] 리치 지역의 일부 구역이 개방되지 않습니다.
HELPDESK-68700	2024-05-29	2024-05-29	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
NNT-4378	2024-05-30	2024-08-08	Defect	DONE	과거담당	eunyoul	eunyoul	지역개방	01.-1. 기획[Uasset]		[지역개방] 리치 지역의 하이가든 구역 지역 개방이 비정상적인 위치에서 이루어집니다.
NNT-4381	2024-05-30	2024-06-19	Defect	DONE	과거담당	eunyoul	eunyoul	지역개방	00. 데이터테이블[DataTable]		[지역개방] 특정 구역을 개방하기 전까지 메로우 저택 이정표가 지도에 표시되지 않습니다.
HELPDESK-68827	2024-05-30	2024-05-30	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
HELPDESK-68890	2024-05-31	2024-05-31	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
NNT-4387	2024-05-31	2024-09-30	Defect	DONE	과거담당	heungshik	heungshik	월드	01.-1. 기획[Uasset]		[월드] 올드 타운 특정 담벼락의 일부 구간에만 볼팅 펜스가 설정되어 장애물 넘기 이동이 가능합니다.
NNT-4390	2024-05-31	2024-09-30	Defect	DONE	과거담당	heungshik	heungshik	월드	04. 아트[Art]		[월드] 올드타운 다리 아래 특정 위치의 판자 프랍들이 공중에 떠있습니다.
HELPDESK-69049	2024-06-03	2024-06-03	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
NNT-4467	2024-06-04	2024-09-30	Defect	DONE	과거담당	jeongwoo	jeongwoo	버려진유적지,월드	01.-1. 기획[Uasset]		[월드][버려진유적지] 버려진 유적지 : 윈터펠 남쪽 내부에서 점프를 통해 진입 불가능한 지역에 진입 가능한 현상
HELPDESK-69269	2024-06-05	2024-06-05	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
HELPDESK-69274	2024-06-05	2024-06-05	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 지금보다 2도 내려주세요
NNT-4533	2024-06-07	2024-06-20	Defect	DONE	과거담당	heungshik	heungshik	월드	01.-1. 기획[Uasset]		[월드] 롱 레이크 인근 GO UP 박스 위에서 내려올때 PC가 무언가에 걸리듯 한번에 내려오지 못합니다.
HELPDESK-69363	2024-06-07	2024-06-07	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 4도 내려주세요. 너무 더워요.
HELPDESK-69380	2024-06-07	2024-06-07	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
NNT-4586	2024-06-10	2025-02-17	Defect	DONE	과거담당	jeongwoo	jeongwoo	영지퀘스트,흉포한동물	03. 클라이언트[Client]		[흉포한동물] 흉포한 동물 : 엘크 등장 컷신에서 특정 오브젝트가 부서지는 연출 문의
NNT-4588	2024-06-10	2024-09-30	Defect	DONE	과거담당	jeongwoo	jeongwoo	버려진유적지,월드	01.-1. 기획[Uasset]		[월드][버려진유적지] 버려진 유적지 : 윈터펠 남쪽 내부에서 점프를 통해 진입 불가능한 지역에 진입 가능한 현상
HELPDESK-70087	2024-06-13	2024-06-13	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
NNT-4860	2024-06-18	2024-08-20	Defect	DONE	과거담당	inho.jeong	inho.jeong	월드	04. 아트[Art]		[월드] 레난스레스트 남쪽 나루터에서 물에 빠진 후 갈 수 없는 지역으로 이동이 가능한 현상
HELPDESK-70507	2024-06-18	2024-06-18	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 2도 정도 시원하게 해주세요.
NNT-4923	2024-06-19	2024-08-16	Defect	DONE	과거담당	eunyoul	eunyoul	월드	01.-1. 기획[Uasset]		[월드] 레난스레스트 입구를 달려서 진입할 때 간헐적으로 슬라이딩합니다.
NNT-4941	2024-06-20	2024-10-08	Defect	DONE	과거담당	jeongwoo	jeongwoo	월드	00. 데이터테이블[DataTable]		[월드] 프로스트 필드 북쪽에서 진입 불가능한 지역 진입이 가능한 현상
NNT-4972	2024-06-21	2024-08-19	Defect	DONE	과거담당	taehyung	taehyung	점령된구역	01.-1. 기획[Uasset]		[점령된구역] 허브힐 점령된구역 특정 위치의 NPC가 배치된 장소 밖으로 이동하지 못하는 현상
NNT-4991	2024-06-21	2024-08-29	Defect	DONE	과거담당	heungshik	heungshik	레벨기믹	01.-1. 기획[Uasset]		[레벨기믹] 물체 옮기기와 GO UP 박스 틈에 PC 위치시, PC가 추락하는 모션으로 끼이게 됩니다.
NNT-4995	2024-06-21	2024-08-29	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01. 기획[Planning Issues]		[버려진유적지] 버려진 유적지 : 학자의 성채 > Carry 가젯을 들고 도르레 핸들 기믹이 위치한 곳으로 이동이 불가합니다.
NNT-4999	2024-06-21	2025-04-10	Defect	DONE	과거담당	heungshik	heungshik	레벨기믹,버려진유적지	03. 클라이언트[Client]		[버려진유적지] 버려진 유적지 : 몰스타운 > 나무 판자로 막혀있는 이중 사다리 트리거 파괴가 가능합니다.
NNT-5002	2024-06-21	2025-04-16	Defect	DONE	과거담당	heungshik	heungshik	버려진유적지	01.-1. 기획[Uasset]		[버려진유적지] 버려진 유적지 : 학자의 성채 > 특정 계단 아래로 PC 점프시 지형에 끼어 나올 수 없게 됩니다.
NNT-5082	2024-06-25	2024-08-16	Defect	DONE	과거담당	taehyung	taehyung	세력은신처,월드	01.-1. 기획[Uasset]		[세력은신처][월드] 올드타운 세력은신처 해안가쪽 물가에 사다리가 배치된 현상
NNT-5110	2024-06-25	2024-09-30	Defect	DONE	과거담당	heungshik	heungshik	월드	04. 아트[Art]		[월드] 웜워크 일부 지역내 불필요한 턱이있어 PC 이동에 제한이있습니다.
NNT-5187	2024-06-27	2024-09-13	Defect	DONE	과거담당	euijun	euijun	훈련장	01.-1. 기획[Uasset]		[훈련장] 훈련 진행 중 특정 좌표 부근으로 이동 시 훈련병이 캐릭터를 공격할 수 없는 현상
NNT-5223	2024-07-01	2025-04-14	Defect	DONE	과거담당	euijun	euijun	가젯,웜워크	01. 기획[Planning Issues]		[웜워크][가젯] 웜워크 입구의 문이 열려있는 상태에서 문열기 가젯 상호 작용 시 문이 열리는 연출이 한번 더 출력되는 현상
NNT-5224	2024-07-01	2024-08-19	Defect	DONE	과거담당	euijun	euijun	월드,웜워크	01.-1. 기획[Uasset]		[웜워크][월드] 웜워크 지하 통로로 이동하는 사다리 부근 나무 판자에 콜리전이 없어 이동 시 추락하는 현상
HELPDESK-72018	2024-07-01	2024-07-01	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
HELPDESK-72031	2024-07-01	2024-07-01	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 최대한 낮은 온도로 부탁드립니다.
NNT-5243	2024-07-03	2024-09-30	Defect	DONE	과거담당	heungshik	heungshik	월드	01.-1. 기획[Uasset]		[월드] 버려진 유적지 : 학자의 성채 > 일부 지형의 텍스처 높이와 실제 컬리전 높이가 상이하여 PC가 공중을 걷는것처럼 보입니다.
PROJECTT-21056	2024-07-05	2024-07-11	Sub-Task	DONE	현담당	seokwan	sungmin.jung	개선,탐색	Design	PROJECTT-21248	[레벨] 전투 공간 제어를 위한 투명벽 개선 기획
PROJECTT-21057	2024-07-05	2025-06-18	Sub-Task	DONE	현담당	seokwan	sungmin.jung	리치_2.1_올드타운,리치_올드타운,버려진유적지	Design	PROJECTT-21058	[챕터2][올드타운] 버려진 유적지 신규 리소스로 재배치
PROJECTT-21059	2024-07-05	2025-06-18	Sub-Task	DONE	과거담당	eunji_jang	sungmin.jung	리치_2.1_올드타운,리치_올드타운	Design	PROJECTT-21058	[챕터2][올드타운] 월드 기본 정리 1/2
PROJECTT-21064	2024-07-05	2025-06-18	Sub-Task	DONE	현담당	seokwan	sungmin.jung	리치_2.3_하이가든,리치_하이가든	Design	PROJECTT-21058	[챕터2][하이가든] 월드 기본 정리 1/2
PROJECTT-21065	2024-07-05	2025-06-18	Sub-Task	DONE	현담당	seokwan	sungmin.jung	리치_2.3_하이가든,리치_하이가든	Design	PROJECTT-21058	[챕터2][하이가든] 월드 기본 정리 2/2
PROJECTT-21066	2024-07-05	2025-06-18	Sub-Task	DONE	과거담당	jieun.kwon	sungmin.jung	리치_2.2_브라이트워터킵,리치_브라이트워터킵,버려진유적지	Design	PROJECTT-21058	[챕터2][브라이트워터킵] 버려진 유적지 신규 리소스로 재배치
PROJECTT-21067	2024-07-05	2025-06-18	Sub-Task	DONE	현담당	seokwan	sungmin.jung	리치_2.1_올드타운,리치_올드타운,세력은신처	Design	PROJECTT-21058	[챕터2][올드타운] 세력은신처 개선
PROJECTT-21068	2024-07-05	2025-06-18	Sub-Task	DONE	과거담당	jieun.kwon	sungmin.jung	리치_2.2_브라이트워터킵,리치_브라이트워터킵,세력은신처	Design	PROJECTT-21058	[챕터2][브라이트워터킵] 세력은신처 개선
NNT-5364	2024-07-05	2024-09-30	Defect	DONE	과거담당	taehyung	taehyung	월드,장벽너머	01.-1. 기획[Uasset]		[장벽너머][월드] 장벽너머 거인 처치 던전 스타팅포인트 뒤쪽길로 이동이 가능한 현상
NNT-5408	2024-07-08	2024-10-15	Defect	DONE	과거담당	heungshik	heungshik	탐색,탐색이펙트	01.-1. 기획[Uasset]		[탐색] 황금 골짜기의 그리핀 > 던전내 시체 가젯에 탐색시 탐색 이펙트가 없습니다.
NNT-5438	2024-07-09	2024-08-30	Defect	DONE	과거담당	heungshik	heungshik	장벽너머	01.-1. 기획[Uasset]		[장벽너머] 야인 거인 스폰지역의 궁수 NPC가 암석을 통과하여 PC를 추적합니다.
PROJECTT-21248	2024-07-10	2025-06-18	Story	DONE	현담당	seokwan	seokwan	내비,내비메시	Design		[월드] FX 장막 개발
PROJECTT-21250	2024-07-10	2025-06-18	Sub-Task	DONE	보고자	junghwan	seokwan	장막	Effect	PROJECTT-21248	[월드][이펙트] FX 장막 리소스 제작
PROJECTT-21253	2024-07-10	2025-06-18	Sub-Task	DONE	보고자	joonhyoung	seokwan	콘텐츠기반	Server	PROJECTT-21248	[월드][서버] FX 장막 리소스 기능 개발
NNT-5689	2024-07-16	2025-01-06	Defect	DONE	과거담당	taehyung	taehyung	월드	01.-1. 기획[Uasset]		[월드] 특정 위치 사다리 하강 상호작용시 카메라가 벽에 줌인되며 지면 도착 후 바닥으로 떨어지는 현상
PROJECTT-21445	2024-07-18	2025-06-18	Sub-Task	DONE	현담당	seokwan	sungmin.jung	리치_2.1_올드타운,리치_하이가든	Design	PROJECTT-21058	[챕터2][하이가든] 필드 컨텐츠 정리
PROJECTT-21464	2024-07-18	2025-06-18	Sub-Task	DONE	보고자	dowan	seokwan	콘텐츠기반	Client	PROJECTT-21248	[월드][클라] FX 장막 개발
HELPDESK-74309	2024-07-19	2024-07-19	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
NNT-6026	2024-07-24	2024-08-07	Dev Bug	DONE	보고자	dongyub	seokwan		03. 클라이언트[Client]		[클라] 문 BP가 DataLayer에 Remote 연결하면 작동하지 않는 상황
HELPDESK-74735	2024-07-24	2024-07-24	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
HELPDESK-74817	2024-07-25	2024-07-25	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 3도 낮춰주세요
PROJECTT-21615	2024-07-25	2024-08-06	Bug	DONE	보고자	jongjin	seokwan		Client		[클라] 시타델 월드에서 데이터레이어가 잘 작동하지 않는 문제
NNT-6111	2024-07-29	2024-09-30	Defect	DONE	과거담당	eunyoul	eunyoul	월드	01.-1. 기획[Uasset]		[월드] 시타델 도서관 내의 일부 의자가 공중에 떠있습니다.
NNT-6276	2024-08-02	2024-08-30	Defect	DONE	과거담당	eunyoul	eunyoul	지역개방	01.-1. 기획[Uasset]		[지역개방] 바리케이트 근처로 이동하면 웜워크 근방의 지도가 개방됩니다.
NNT-6283	2024-08-05	2024-09-30	Defect	DONE	과거담당	jeongwoo	jeongwoo	월드,탈것	01.-1. 기획[Uasset]		[월드][탈것] 레난스레스트 동쪽 밭 지역에서 탈것을 타고 이동시 평지에서도 탈것이 울타리넘기를 수행하는 현상
PROJECTT-21814	2024-08-05	2024-08-08	Bug	DONE	보고자	dowan	seokwan		Client		[클라] 시타델 월드에서 가젯들이 공중에서 스폰되는 문제
HELPDESK-75922	2024-08-05	2024-08-05	온도조절 요청	Close	보고자	vbhlee	seokwan				[35층] Art-4,5,6 시원하게 해주세요.
NNT-6335	2024-08-06	2024-09-30	Defect	DONE	과거담당	heungshik	heungshik	PC액션,기억의제단	01. 기획[Planning Issues]		[기억의제단] 황금 골짜기의 그리핀 > 슬로프 지형에서 PC 점프시 미끄러지지 않고 낙하데미지를 받으며, 걸어 내려가게됩니다.
NNT-6400	2024-08-07	2024-11-28	Defect	DONE	과거담당	heungshik	heungshik	레벨기믹	03. 클라이언트[Client]		[레벨기믹] 문 열기 기믹 역조작시 PC의 이동모션 및 조작위치가 어색해집니다.
NNT-6470	2024-08-09	2024-09-30	Defect	DONE	과거담당	jeongwoo	jeongwoo	연기나는오두막,월드	01.-1. 기획[Uasset]		[월드][연기나는오두막] '연기 나는 오두막 : 동굴 앞 야영지'에서 말이 갇혀있던 울타리 내부로 점프해 들어갈 수 있으며, 울타리 내부에서 탈출이 불가능한 현상
NNT-6487	2024-08-09	2024-10-31	Defect	DONE	과거담당	heungshik	heungshik	연기나는오두막	03. 클라이언트[Client]		[연기나는오두막] 연기나는 오두막 : 버려진 유적지 야인 오두막 > 전투 지역내 네비메시가 비어있는 안전지대가 있으며, 점프를 통해 지붕위로 올라타는것이 가능합니다.
NNT-6492	2024-08-09	2024-09-20	Defect	DONE	과거담당	heungshik	heungshik	월드	01.-1. 기획[Uasset]		[월드] 몰스타운 근방의 물가의 깊은물 설정이 실제 보이는것보다 깊게 설정되어 다소 어색합니다.
NNT-6499	2024-08-09	2024-09-30	Defect	DONE	과거담당	heungshik	heungshik	월드	01. 기획[Planning Issues]		[월드] 몰스타운의 외벽이 PC보다 높음에도 볼팅펜스가 설정되어 있습니다.
NNT-6504	2024-08-09	2024-09-20	Defect	DONE	과거담당	heungshik	heungshik	월드	01.-1. 기획[Uasset]		[월드] 점령된 구역 : 허브 빌리지 > 일부 지형에 블로킹 볼륨이 설정되어 있어 진입이 되지 않습니다.
NNT-6516	2024-08-12	2024-09-20	Defect	DONE	과거담당	heungshik	heungshik	레벨기믹	01.-1. 기획[Uasset]		[레벨기믹] 몰스타운 근방의 폐가에 위치한 GoUp박스의 착지 위치에 턱이있어 PC가 정확히 올라타지 못합니다.
NNT-6598	2024-08-13	2024-11-06	Defect	DONE	과거담당	heungshik	heungshik	전투	01.-1. 기획[Uasset]		[전투] NPC의 사거리 밖 네비메시가 비어있는 곳에  위치시, NPC는 1분 이후 추적 포기 및 초기화되어야 하나, 해당 지역을 떠나지 않습니다.
PROJECTT-21999	2024-08-13	2025-06-18	Sub-Task	DONE	보고자	minseok.seo	seokwan	리치_2.1_올드타운	Animation	PROJECTT-9576	[프랍-에셋][애니] 올드타운 시타델 도서관 실내 외문
NNT-6610	2024-08-13	2024-09-30	Defect	DONE	과거담당	eunyoul	eunyoul	월드	03. 클라이언트[Client]		[월드] 캐슬블랙에 PC가 갇힐 수 있는 지형이 있습니다.
NNT-6640	2024-08-14	2024-09-20	Defect	DONE	과거담당	heungshik	heungshik	레벨기믹,전투	01.-1. 기획[Uasset]		[전투] 문 열기 기믹으로 진입되는 폐쇄된 공간에서 NPC Idle 상태 유도 후 지역 이탈 > 문 열기 기믹 너머의 NPC를 손쉽게 처치 가능합니다.
NNT-6671	2024-08-16	2024-11-28	Defect	DONE	과거담당	heungshik	heungshik	네비메시,리치_올드타운,전투,퀘스트	04. 아트[Art]		[전투][퀘스트] 금지된 지식 > 도서관의 출구 점거하기 Task > 주변 프랍을 이용하여 pc 피해 없이 정예 npc 처치가 가능합니다.
